213) Дата производства;122) Режим УО;РВСВ_0;РВСВ_1;РВСВ_2;РВСВ_3;РВСН_0;РВСН_1;РВСН_2;РВСН_3;РВЛВ_0;РВЛВ_1;РВЛВ_2;РВЛВ_3;РВЛВ_4;РВЛВ_5;РВЛВ_6;РВЛВ_7;РВЛВ_8;РВЛВ_9;РВЛВ_10;РВЛВ_12;РВЛВ_13;РВЛН_0;РВЛН_1;РВЛН_2;РВЛН_3;РВЛН_4;РВЛН_5;РВЛН_6;РВЛН_7;РВЛН_8;РВЛН_9;РВЛН_10;РВЛН_11;РВЛН_12;РВЛН_13;РВЛН_14
2020-10-18 02:38:42;Ламинарное и спрейерное;0.0;576.9909;0.0;576.9909;0.0;1204.889;0.0;1204.889;551.9153;551.9153;0.0;551.9153;551.9153;0.0;551.9153;551.9153;0.0;551.9153;551.9153;551.9153;551.9153;1556.956;1556.956;952.999;1556.956;1556.956;952.999;1556.956;1556.956;952.999;1556.956;1556.956;952.999;1556.956;1556.956;0.0
2021-03-19 17:05:42;Ламинарное и спрейерное;0.0;549.8992;0.0;549.8992;0.0;1100.932;0.0;1100.932;600.9324;600.9324;0.0;600.9324;600.9324;0.0;600.9324;600.9324;0.0;600.9324;600.9324;600.9324;600.9324;1401.966;1401.966;890.877;1401.966;1401.966;890.877;1401.966;1401.966;890.877;1401.966;1401.966;890.877;1401.966;1401.966;0.0
2021-03-20 09:37:48;Ламинарное и спрейерное;0.0;546.875;0.0;546.875;0.0;1094.884;0.0;1094.884;690.9022;690.9022;0.0;690.9022;690.9022;0.0;690.9022;690.9022;0.0;690.9022;690.9022;690.9022;690.9022;1382.938;1382.938;876.8901;1382.938;1382.938;876.8901;1382.938;1382.938;876.8901;1382.938;1382.938;876.8901;1382.938;1382.938;0.0
2021-03-20 09:30:16;Ламинарное и спрейерное;0.0;546.875;0.0;546.875;0.0;1093.876;0.0;1093.876;690.9022;690.9022;0.0;690.9022;690.9022;0.0;690.9022;690.9022;0.0;690.9022;690.9022;690.9022;690.9022;1381.93;1381.93;875.8821;1381.93;1381.93;875.8821;1381.93;1381.93;875.8821;1381.93;1381.93;875.8821;1381.93;1381.93;0.0
2021-03-18 09:41:43;Ламинарное и спрейерное;0.0;614.9194;0.0;614.9194;0.0;1229.965;0.0;1229.965;696.9506;696.9506;0.0;696.9506;696.9506;0.0;696.9506;696.9506;0.0;696.9506;696.9506;696.9506;696.9506;1435.988;1435.988;813.8861;1435.988;1435.988;813.8861;1435.988;1435.988;813.8861;1435.988;1435.988;813.8861;1435.988;1435.988;0.0
2020-10-18 00:07:49;Ламинарное и спрейерное;0.0;574.9748;0.0;574.9748;0.0;1199.975;0.0;1199.975;564.8942;564.8942;0.0;564.8942;564.8942;0.0;564.8942;564.8942;0.0;564.8942;564.8942;564.8942;564.8942;1469.884;1469.884;869.9597;1469.884;1469.884;869.9597;1469.884;1469.884;869.9597;1469.884;1469.884;869.9597;1469.884;1469.884;0.0
2020-08-12 22:58:13;Ламинарное и спрейерное;0.0;588.9617;0.0;588.9617;0.0;1178.931;0.0;1178.931;471.9002;471.9002;0.0;471.9002;471.9002;0.0;471.9002;471.9002;0.0;471.9002;471.9002;471.9002;471.9002;1264.995;1264.995;675.9072;1264.995;1264.995;675.9072;1264.995;1264.995;675.9072;1264.995;1264.995;675.9072;1264.995;1264.995;0.0
2020-08-12 22:42:00;Ламинарное и спрейерное;0.0;587.9536;0.0;587.9536;0.0;1175.907;0.0;1175.907;470.8921;470.8921;0.0;470.8921;470.8921;0.0;470.8921;470.8921;0.0;470.8921;470.8921;470.8921;470.8921;1261.971;1261.971;674.8992;1261.971;1261.971;674.8992;1261.971;1261.971;674.8992;1261.971;1261.971;674.8992;1261.971;1261.971;0.0
2020-10-16 22:08:44;Ламинарное и спрейерное;0.0;577.999;0.0;577.999;0.0;1207.913;0.0;1207.913;552.9234;552.9234;0.0;552.9234;552.9234;0.0;552.9234;552.9234;0.0;552.9234;552.9234;552.9234;552.9234;1433.972;1433.972;828.881;1433.972;1433.972;828.881;1433.972;1433.972;828.881;1433.972;1433.972;828.881;1433.972;1433.972;0.0
2021-03-16 16:37:24;Ламинарное и спрейерное;0.0;549.8992;0.0;549.8992;0.0;1099.924;0.0;1099.924;639.9949;639.9949;0.0;639.9949;639.9949;0.0;639.9949;639.9949;0.0;639.9949;639.9949;639.9949;639.9949;1269.909;1269.909;759.9547;1269.909;1269.909;759.9547;1269.909;1269.909;759.9547;1269.909;1269.909;759.9547;1269.909;1269.909;0.0
2021-03-16 16:30:36;Ламинарное и спрейерное;0.0;549.8992;0.0;549.8992;0.0;1099.924;0.0;1099.924;689.8942;689.8942;0.0;689.8942;689.8942;0.0;689.8942;689.8942;0.0;689.8942;689.8942;689.8942;689.8942;1369.96;1369.96;859.879;1369.96;1369.96;859.879;1369.96;1369.96;859.879;1369.96;1369.96;859.879;1369.96;1369.96;0.0
2021-03-16 16:24:13;Ламинарное и спрейерное;0.0;549.8992;0.0;549.8992;0.0;1099.924;0.0;1099.924;689.8942;689.8942;0.0;689.8942;689.8942;0.0;689.8942;689.8942;0.0;689.8942;689.8942;689.8942;689.8942;1369.96;1369.96;859.879;1369.96;1369.96;859.879;1369.96;1369.96;859.879;1369.96;1369.96;859.879;1369.96;1369.96;0.0
2021-03-16 16:01:00;Ламинарное и спрейерное;0.0;549.8992;0.0;549.8992;0.0;1099.924;0.0;1099.924;689.8942;689.8942;0.0;689.8942;689.8942;0.0;689.8942;689.8942;0.0;689.8942;689.8942;689.8942;689.8942;1369.96;1369.96;859.879;1369.96;1369.96;859.879;1369.96;1369.96;859.879;1369.96;1369.96;859.879;1369.96;1369.96;0.0
2020-10-17 00:49:49;Ламинарное и спрейерное;0.0;577.999;0.0;577.999;0.0;1205.897;0.0;1205.897;551.9153;551.9153;0.0;551.9153;551.9153;0.0;551.9153;551.9153;0.0;551.9153;551.9153;551.9153;551.9153;1456.905;1456.905;852.9486;1456.905;1456.905;852.9486;1456.905;1456.905;852.9486;1456.905;1456.905;852.9486;1456.905;1456.905;0.0
2021-03-15 00:59:03;Ламинарное и спрейерное;0.0;562.878;0.0;562.878;0.0;1126.89;0.0;1126.89;697.9587;697.9587;0.0;697.9587;697.9587;0.0;697.9587;697.9587;0.0;697.9587;697.9587;697.9587;697.9587;1323.967;1323.967;793.9768;1323.967;1323.967;793.9768;1323.967;1323.967;793.9768;1323.967;1323.967;793.9768;1323.967;1323.967;0.0
2021-03-16 17:31:59;Ламинарное и спрейерное;0.0;549.8992;0.0;549.8992;0.0;1100.932;0.0;1100.932;689.8942;689.8942;0.0;689.8942;689.8942;0.0;689.8942;689.8942;0.0;689.8942;689.8942;689.8942;689.8942;1370.968;1370.968;859.879;1370.968;1370.968;859.879;1370.968;1370.968;859.879;1370.968;1370.968;859.879;1370.968;1370.968;0.0
2021-03-16 17:10:48;Ламинарное и спрейерное;0.0;549.8992;0.0;549.8992;0.0;1100.932;0.0;1100.932;599.9244;599.9244;0.0;599.9244;599.9244;0.0;599.9244;599.9244;0.0;599.9244;599.9244;599.9244;599.9244;1200.983;1200.983;689.8942;1200.983;1200.983;689.8942;1200.983;1200.983;689.8942;1200.983;1200.983;689.8942;1200.983;1200.983;0.0
2021-03-17 00:29:32;Ламинарное и спрейерное;0.0;594.8841;0.0;594.8841;0.0;1190.902;0.0;1190.902;679.9395;679.9395;0.0;679.9395;679.9395;0.0;679.9395;679.9395;0.0;679.9395;679.9395;679.9395;679.9395;1388.987;1388.987;795.9929;1388.987;1388.987;795.9929;1388.987;1388.987;795.9929;1388.987;1388.987;795.9929;1388.987;1388.987;0.0
2021-03-15 09:05:21;Ламинарное и спрейерное;0.0;561.996;0.0;561.996;0.0;1125.0;0.0;1125.0;695.9425;695.9425;0.0;695.9425;695.9425;0.0;695.9425;695.9425;0.0;695.9425;695.9425;695.9425;695.9425;1321.951;1321.951;792.9688;1321.951;1321.951;792.9688;1321.951;1321.951;792.9688;1321.951;1321.951;792.9688;1321.951;1321.951;0.0
2021-03-16 16:44:37;Ламинарное и спрейерное;0.0;548.8911;0.0;548.8911;0.0;1098.916;0.0;1098.916;598.9163;598.9163;0.0;598.9163;598.9163;0.0;598.9163;598.9163;0.0;598.9163;598.9163;598.9163;598.9163;1198.967;1198.967;688.8861;1198.967;1198.967;688.8861;1198.967;1198.967;688.8861;1198.967;1198.967;688.8861;1198.967;1198.967;0.0
2020-07-10 05:10:56;Ламинарное и спрейерное;0.0;547.8831;0.0;547.8831;0.0;1096.9;0.0;1096.9;497.9839;497.9839;0.0;497.9839;497.9839;0.0;497.9839;497.9839;0.0;497.9839;497.9839;497.9839;497.9839;1196.951;1196.951;697.9587;1196.951;1196.951;697.9587;1196.951;1196.951;697.9587;1196.951;1196.951;697.9587;1196.951;1196.951;0.0
2021-03-13 22:51:07;Ламинарное и спрейерное;0.0;557.9637;0.0;557.9637;0.0;1116.935;0.0;1116.935;639.9949;639.9949;0.0;639.9949;639.9949;0.0;639.9949;639.9949;0.0;639.9949;639.9949;639.9949;639.9949;1270.917;1270.917;747.9839;1270.917;1270.917;747.9839;1270.917;1270.917;747.9839;1270.917;1270.917;747.9839;1270.917;1270.917;0.0
2021-03-14 02:21:57;Ламинарное;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;558.9717;558.9717;0.0;558.9717;0.0;558.9717;0.0;558.9717;558.9717;558.9717;0.0;0.0;0.0;1248.992;1248.992;548.8911;1248.992;548.8911;1248.992;548.8911;1248.992;548.8911;1248.992;1248.992;0.0
2021-03-14 02:17:39;Ламинарное;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;558.9717;558.9717;0.0;558.9717;0.0;558.9717;0.0;558.9717;558.9717;558.9717;0.0;0.0;0.0;1248.992;1248.992;548.8911;1248.992;548.8911;1248.992;548.8911;1248.992;548.8911;1248.992;1248.992;0.0
2021-12-03 10:26:44;Ламинарное и спрейерное;0.0;608.9969;0.0;608.9969;0.0;1217.994;0.0;1217.994;735.8871;735.8871;0.0;735.8871;735.8871;0.0;735.8871;735.8871;0.0;735.8871;735.8871;735.8871;735.8871;1431.956;1431.956;817.9183;1431.956;1431.956;817.9183;1431.956;1431.956;817.9183;1431.956;1431.956;817.9183;1431.956;1431.956;0.0
2021-12-03 09:38:31;Ламинарное и спрейерное;0.0;599.9244;0.0;599.9244;0.0;1200.983;0.0;1200.983;599.9244;599.9244;0.0;599.9244;599.9244;0.0;599.9244;599.9244;0.0;599.9244;599.9244;599.9244;599.9244;1200.983;1200.983;599.9244;1200.983;1200.983;599.9244;1200.983;1200.983;599.9244;1200.983;1200.983;599.9244;1200.983;1200.983;0.0
2021-12-03 09:34:42;Ламинарное и спрейерное;0.0;600.9324;0.0;600.9324;0.0;1201.991;0.0;1201.991;600.9324;600.9324;0.0;600.9324;600.9324;0.0;600.9324;600.9324;0.0;600.9324;600.9324;600.9324;600.9324;1201.991;1201.991;599.9244;1201.991;1201.991;599.9244;1201.991;1201.991;599.9244;1201.991;1201.991;599.9244;1201.991;1201.991;0.0
2020-07-12 19:14:53;Ламинарное и спрейерное;0.0;608.9969;0.0;608.9969;0.0;1217.994;0.0;1217.994;516.8851;516.8851;0.0;516.8851;516.8851;0.0;516.8851;516.8851;0.0;516.8851;516.8851;516.8851;516.8851;1312.878;1312.878;701.9909;1312.878;1312.878;701.9909;1312.878;1312.878;701.9909;1312.878;1312.878;701.9909;1312.878;1312.878;0.0
2020-08-12 05:46:55;Ламинарное и спрейерное;0.0;599.9244;0.0;599.9244;0.0;1199.975;0.0;1199.975;509.9546;509.9546;0.0;509.9546;509.9546;0.0;509.9546;509.9546;0.0;509.9546;509.9546;509.9546;509.9546;1294.985;1294.985;694.9344;1294.985;1294.985;694.9344;1294.985;1294.985;694.9344;1294.985;1294.985;694.9344;1294.985;1294.985;0.0
2021-03-13 04:46:58;Ламинарное и спрейерное;0.0;599.9244;0.0;599.9244;0.0;1199.975;0.0;1199.975;684.9799;684.9799;0.0;684.9799;684.9799;0.0;684.9799;684.9799;0.0;684.9799;684.9799;684.9799;684.9799;1399.95;1399.95;799.8992;1399.95;1399.95;799.8992;1399.95;1399.95;799.8992;1399.95;1399.95;799.8992;1399.95;1399.95;0.0
2021-03-13 18:08:00;Ламинарное и спрейерное;0.0;594.8841;0.0;594.8841;0.0;1190.902;0.0;1190.902;679.9395;679.9395;0.0;679.9395;679.9395;0.0;679.9395;679.9395;0.0;679.9395;679.9395;679.9395;679.9395;1388.987;1388.987;795.9929;1388.987;1388.987;795.9929;1388.987;1388.987;795.9929;1388.987;1388.987;795.9929;1388.987;1388.987;0.0
2021-12-03 11:05:09;Ламинарное и спрейерное;0.0;608.9969;0.0;608.9969;0.0;1218.876;0.0;1218.876;736.8951;736.8951;0.0;736.8951;736.8951;0.0;736.8951;736.8951;0.0;736.8951;736.8951;736.8951;736.8951;1433.972;1433.972;818.9264;1433.972;1433.972;818.9264;1433.972;1433.972;818.9264;1433.972;1433.972;818.9264;1433.972;1433.972;0.0
2021-12-03 20:13:32;Ламинарное и спрейерное;0.0;616.9355;0.0;616.9355;0.0;1233.997;0.0;1233.997;709.9294;709.9294;0.0;709.9294;709.9294;0.0;709.9294;709.9294;0.0;709.9294;709.9294;709.9294;709.9294;1399.95;1399.95;774.9496;1399.95;1399.95;774.9496;1399.95;1399.95;774.9496;1399.95;1399.95;774.9496;1399.95;1399.95;0.0
2021-12-03 19:33:12;Ламинарное и спрейерное;0.0;614.9194;0.0;614.9194;0.0;1230.973;0.0;1230.973;708.9214;708.9214;0.0;708.9214;708.9214;0.0;708.9214;708.9214;0.0;708.9214;708.9214;708.9214;708.9214;1396.925;1396.925;773.9415;1396.925;1396.925;773.9415;1396.925;1396.925;773.9415;1396.925;1396.925;773.9415;1396.925;1396.925;0.0
2021-11-03 22:48:39;Ламинарное и спрейерное;0.0;600.9324;0.0;600.9324;0.0;1201.991;0.0;1201.991;725.9324;725.9324;0.0;725.9324;725.9324;0.0;725.9324;725.9324;0.0;725.9324;725.9324;725.9324;725.9324;1411.92;1411.92;810.9879;1411.92;1411.92;810.9879;1411.92;1411.92;810.9879;1411.92;1411.92;810.9879;1411.92;1411.92;0.0
2020-11-18 18:50:00;Ламинарное и спрейерное;0.0;590.9778;0.0;590.9778;0.0;1181.956;0.0;1181.956;551.9153;551.9153;0.0;551.9153;551.9153;0.0;551.9153;551.9153;0.0;551.9153;551.9153;551.9153;551.9153;1300.907;1300.907;711.9456;1300.907;1300.907;711.9456;1300.907;1300.907;711.9456;1300.907;1300.907;711.9456;1300.907;1300.907;0.0
2020-11-17 15:32:55;Ламинарное и спрейерное;0.0;592.994;0.0;592.994;0.0;1186.996;0.0;1186.996;533.8962;533.8962;0.0;533.8962;533.8962;0.0;533.8962;533.8962;0.0;533.8962;533.8962;533.8962;533.8962;1236.895;1236.895;644.9092;1236.895;1236.895;644.9092;1236.895;1236.895;644.9092;1236.895;1236.895;644.9092;1236.895;1236.895;0.0
2020-11-16 18:36:32;Ламинарное и спрейерное;0.0;598.9163;0.0;598.9163;0.0;1197.959;0.0;1197.959;528.9819;528.9819;0.0;528.9819;528.9819;0.0;528.9819;528.9819;0.0;528.9819;528.9819;528.9819;528.9819;1297.883;1297.883;698.9667;1297.883;1297.883;698.9667;1297.883;1297.883;698.9667;1297.883;1297.883;698.9667;1297.883;1297.883;0.0
2021-12-03 04:19:09;Ламинарное и спрейерное;0.0;605.9728;0.0;605.9728;0.0;1211.946;0.0;1211.946;732.9889;732.9889;0.0;732.9889;732.9889;0.0;732.9889;732.9889;0.0;732.9889;732.9889;732.9889;732.9889;1425.907;1425.907;815.9022;1425.907;1425.907;815.9022;1425.907;1425.907;815.9022;1425.907;1425.907;815.9022;1425.907;1425.907;0.0
2021-12-03 17:52:47;Ламинарное и спрейерное;0.0;608.9969;0.0;608.9969;0.0;1218.876;0.0;1218.876;700.9828;700.9828;0.0;700.9828;700.9828;0.0;700.9828;700.9828;0.0;700.9828;700.9828;700.9828;700.9828;1382.938;1382.938;767.8931;1382.938;1382.938;767.8931;1382.938;1382.938;767.8931;1382.938;1382.938;767.8931;1382.938;1382.938;0.0
2021-03-13 21:02:43;Ламинарное и спрейерное;0.0;556.9556;0.0;556.9556;0.0;1114.919;0.0;1114.919;638.9869;638.9869;0.0;638.9869;638.9869;0.0;638.9869;638.9869;0.0;638.9869;638.9869;638.9869;638.9869;1268.901;1268.901;746.9758;1268.901;1268.901;746.9758;1268.901;1268.901;746.9758;1268.901;1268.901;746.9758;1268.901;1268.901;0.0
2020-11-16 15:16:25;Ламинарное и спрейерное;0.0;592.994;0.0;592.994;0.0;1186.996;0.0;1186.996;523.9415;523.9415;0.0;523.9415;523.9415;0.0;523.9415;523.9415;0.0;523.9415;523.9415;523.9415;523.9415;1286.92;1286.92;693.9264;1286.92;1286.92;693.9264;1286.92;1286.92;693.9264;1286.92;1286.92;693.9264;1286.92;1286.92;0.0
2020-11-16 14:55:24;Ламинарное и спрейерное;0.0;591.9859;0.0;591.9859;0.0;1183.972;0.0;1183.972;522.9335;522.9335;0.0;522.9335;522.9335;0.0;522.9335;522.9335;0.0;522.9335;522.9335;522.9335;522.9335;1283.896;1283.896;692.9183;1283.896;1283.896;692.9183;1283.896;1283.896;692.9183;1283.896;1283.896;692.9183;1283.896;1283.896;0.0
2020-11-16 14:53:49;Ламинарное и спрейерное;0.0;591.9859;0.0;591.9859;0.0;1183.972;0.0;1183.972;522.9335;522.9335;0.0;522.9335;522.9335;0.0;522.9335;522.9335;0.0;522.9335;522.9335;522.9335;522.9335;1283.896;1283.896;692.9183;1283.896;1283.896;692.9183;1283.896;1283.896;692.9183;1283.896;1283.896;692.9183;1283.896;1283.896;0.0
2020-11-17 10:15:31;Ламинарное и спрейерное;0.0;598.9163;0.0;598.9163;0.0;1198.967;0.0;1198.967;558.9717;558.9717;0.0;558.9717;558.9717;0.0;558.9717;558.9717;0.0;558.9717;558.9717;558.9717;558.9717;1298.891;1298.891;698.9667;1298.891;1298.891;698.9667;1298.891;1298.891;698.9667;1298.891;1298.891;698.9667;1298.891;1298.891;0.0
2020-11-17 09:59:41;Ламинарное и спрейерное;0.0;599.9244;0.0;599.9244;0.0;1199.975;0.0;1199.975;559.9799;559.9799;0.0;559.9799;559.9799;0.0;559.9799;559.9799;0.0;559.9799;559.9799;559.9799;559.9799;1299.899;1299.899;699.9748;1299.899;1299.899;699.9748;1299.899;1299.899;699.9748;1299.899;1299.899;699.9748;1299.899;1299.899;0.0
2020-11-17 09:55:30;Ламинарное и спрейерное;0.0;599.9244;0.0;599.9244;0.0;1199.975;0.0;1199.975;559.9799;559.9799;0.0;559.9799;559.9799;0.0;559.9799;559.9799;0.0;559.9799;559.9799;559.9799;559.9799;1299.899;1299.899;699.9748;1299.899;1299.899;699.9748;1299.899;1299.899;699.9748;1299.899;1299.899;699.9748;1299.899;1299.899;0.0
2020-11-17 09:54:00;Ламинарное и спрейерное;0.0;599.9244;0.0;599.9244;0.0;1199.975;0.0;1199.975;559.9799;559.9799;0.0;559.9799;559.9799;0.0;559.9799;559.9799;0.0;559.9799;559.9799;559.9799;559.9799;1299.899;1299.899;699.9748;1299.899;1299.899;699.9748;1299.899;1299.899;699.9748;1299.899;1299.899;699.9748;1299.899;1299.899;0.0
2020-11-17 09:51:30;Ламинарное и спрейерное;0.0;599.9244;0.0;599.9244;0.0;1199.975;0.0;1199.975;559.9799;559.9799;0.0;559.9799;559.9799;0.0;559.9799;559.9799;0.0;559.9799;559.9799;559.9799;559.9799;1299.899;1299.899;699.9748;1299.899;1299.899;699.9748;1299.899;1299.899;699.9748;1299.899;1299.899;699.9748;1299.899;1299.899;0.0
2020-11-19 05:12:35;Ламинарное и спрейерное;0.0;597.9083;0.0;597.9083;0.0;1195.943;0.0;1195.943;507.9385;507.9385;0.0;507.9385;507.9385;0.0;507.9385;507.9385;0.0;507.9385;507.9385;507.9385;507.9385;1226.941;1226.941;627.8982;1226.941;1226.941;627.8982;1226.941;1226.941;627.8982;1226.941;1226.941;627.8982;1226.941;1226.941;0.0
